track_name,artist_name,genre,artist_country,release_year,release_month,streams,popularity,duration_ms,danceability,energy,valence,tempo,acousticness,loudness,speechiness,mood,duration_min
Shake It Off,Taylor Swift,Pop,US,2019,5,6809009,98,205743,0.442,0.773,0.352,107.1,0.3,-5.64,0.481,Melancholic,3.43
Swimming Pools,Kendrick Lamar,Hip-Hop,US,2021,5,1222957,81,222838,0.71,0.301,0.416,121.9,0.298,-13.29,0.024,Hype,3.71
Dil Se,A.R. Rahman,Bollywood,IN,2018,3,7027842,91,175731,0.758,0.489,0.441,89.8,0.295,-9.58,0.128,Happy,2.93
Bass Rani,Nucleya,Electronic,IN,2019,2,3075316,78,194236,0.434,0.699,0.131,96.9,0.123,-5.61,0.208,Chill,3.24
Perfect,Ed Sheeran,Pop,GB,2023,8,9979929,83,222454,0.448,0.469,0.406,105.0,0.371,-8.07,0.065,Happy,3.71
bad guy,Billie Eilish,Alt-Pop,US,2019,1,6279075,90,210860,0.87,0.581,0.57,123.9,0.289,-9.46,0.01,Hype,3.51
Dil Se,A.R. Rahman,Bollywood,IN,2021,5,3608782,82,268700,0.668,0.651,0.687,97.9,0.597,-9.52,0.328,Hype,4.48
Break My Heart,Dua Lipa,Pop,GB,2023,1,3133103,81,170286,0.678,0.815,0.224,113.3,0.057,-7.39,0.093,Motivational,2.84
Shake It Off,Taylor Swift,Pop,US,2018,5,3852746,92,245017,0.501,0.912,0.426,112.8,0.371,-9.16,0.037,Sad,4.08
Cruel Summer,Taylor Swift,Pop,US,2021,3,1540654,89,255383,0.752,0.049,0.398,134.6,0.083,-4.48,0.036,Romantic,4.26
Thinking Out Loud,Ed Sheeran,Pop,GB,2018,2,3816300,76,204701,0.838,0.828,0.603,126.9,0.236,-5.87,0.044,Romantic,3.41
Sajdaa,Vishal-Shekhar,Bollywood,IN,2019,12,5335757,88,217490,0.575,0.547,0.579,150.0,0.08,0.67,0.202,Happy,3.62
Chaiyya Chaiyya,A.R. Rahman,Bollywood,IN,2023,2,5034042,85,177172,0.85,0.534,0.557,129.3,0.353,-9.5,0.253,Romantic,2.95
Born To Die,Lana Del Rey,Indie-Pop,US,2023,5,1745268,75,207867,0.496,0.847,0.661,147.1,0.172,-6.45,0.162,Motivational,3.46
Yellow,Coldplay,Rock/Pop,GB,2023,9,6266830,99,204740,0.734,0.67,0.372,47.0,0.09,-1.12,0.143,Melancholic,3.41
Thinking Out Loud,Ed Sheeran,Pop,GB,2023,5,3870664,90,188020,0.411,0.415,0.464,116.4,0.185,-12.23,0.025,Romantic,3.13
Levitating,Dua Lipa,Pop,GB,2023,4,10790927,76,241053,0.787,0.852,0.746,159.9,0.369,-5.68,0.085,Melancholic,4.02
Ocean Eyes,Billie Eilish,Alt-Pop,US,2020,1,8477267,85,217338,0.744,0.559,0.462,146.6,0.196,-12.59,0.142,Energetic,3.62
Castle on the Hill,Ed Sheeran,Pop,GB,2018,7,8706647,93,198317,0.492,0.437,0.785,120.4,0.463,-7.84,0.383,Romantic,3.31
Tum Hi Ho,Arijit Singh,Bollywood,IN,2022,12,4568000,77,215945,0.64,0.7,0.454,129.4,0.404,-3.72,0.204,Hype,3.6
Thalapathi Theme,Ilaiyaraaja,Bollywood,IN,2020,2,10891066,63,167074,0.564,0.664,0.745,107.7,0.404,-7.08,0.23,Romantic,2.78
A Sky Full of Stars,Coldplay,Rock/Pop,GB,2018,11,7706513,72,237672,0.498,0.31,0.827,108.0,0.08,-11.73,0.033,Motivational,3.96
Blinding Lights,The Weeknd,R&B/Pop,CA,2020,11,13801905,100,190491,0.44,0.79,0.15,139.1,0.337,-5.29,0.268,Energetic,3.17
Bass Rani,Nucleya,Electronic,IN,2019,8,2215999,78,186066,0.718,0.436,0.272,94.1,0.191,-6.84,0.2,Romantic,3.1
Psycho,Post Malone,Hip-Hop/Pop,US,2023,6,10677376,88,217829,0.848,0.336,0.48,93.0,0.303,-8.61,0.081,Hype,3.63
Jai Ho,A.R. Rahman,Bollywood,IN,2023,7,6751706,82,154205,0.736,0.712,0.386,103.9,0.439,-9.21,0.214,Motivational,2.57
Hotline Bling,Drake,Hip-Hop,CA,2018,8,3725600,92,245240,0.522,0.572,0.221,128.4,0.213,-5.38,0.079,Hype,4.09
Naag,Nucleya,Electronic,IN,2022,12,8677353,72,187160,0.516,0.695,0.41,105.3,0.383,-9.49,0.13,Hype,3.12
Rang De Basanti,A.R. Rahman,Bollywood,IN,2019,9,2951053,78,225795,0.277,0.575,0.684,105.0,0.347,-6.87,0.166,Motivational,3.76
White Iverson,Post Malone,Hip-Hop/Pop,US,2020,10,6596332,75,220838,0.454,0.523,0.389,131.2,0.169,-6.77,0.064,Energetic,3.68
Cruel Summer,Taylor Swift,Pop,US,2019,8,11434211,100,196775,0.457,0.551,0.43,73.3,0.324,-4.59,0.166,Chill,3.28
Castle on the Hill,Ed Sheeran,Pop,GB,2020,8,8871058,89,193508,0.763,0.812,0.504,114.4,0.263,-5.84,0.174,Happy,3.23
DNA,BTS,K-Pop,KR,2023,3,6964363,99,185475,0.595,0.47,0.471,137.1,0.125,-8.54,0.214,Happy,3.09
Agni Natchathiram,Ilaiyaraaja,Bollywood,IN,2022,4,2485874,82,156110,0.694,0.711,0.269,60.2,0.132,-9.38,0.119,Motivational,2.6
Cruel Summer,Taylor Swift,Pop,US,2021,4,13807278,87,217386,0.767,0.697,0.358,113.9,0.207,-12.87,0.515,Hype,3.62
Laung Gawacha,Nucleya,Electronic,IN,2022,5,2193044,72,161781,0.768,0.469,0.543,74.0,0.243,-9.91,0.106,Motivational,2.7
Adore You,Harry Styles,Pop,GB,2018,2,10836942,87,239294,0.728,0.361,0.621,136.1,0.275,-8.29,0.149,Melancholic,3.99
Save Your Tears,The Weeknd,R&B/Pop,CA,2019,1,17551484,99,191358,0.809,0.945,0.46,104.2,0.429,-8.35,0.197,Romantic,3.19
Bulleya,Pritam,Bollywood,IN,2019,2,4732249,82,148228,0.898,0.558,0.611,125.9,0.119,-2.35,0.013,Happy,2.47
Love Galore,SZA,R&B,US,2023,8,2774567,84,164931,0.869,0.768,0.602,124.4,0.268,-0.16,0.052,Chill,2.75
Starboy,The Weeknd,R&B/Pop,CA,2019,10,1469869,78,145902,0.954,0.575,0.1,127.5,0.128,-11.73,0.077,Melancholic,2.43
Ae Dil Hai Mushkil,Arijit Singh,Bollywood,IN,2023,8,10504259,96,265239,0.775,0.445,0.27,90.1,0.204,-7.97,0.397,Melancholic,4.42
HUMBLE,Kendrick Lamar,Hip-Hop,US,2020,9,7749277,81,214236,0.768,0.516,0.492,128.6,0.195,-3.58,0.308,Sad,3.57
Levitating,Dua Lipa,Pop,GB,2022,5,4240188,87,209932,0.572,0.403,0.279,116.0,0.223,-5.12,0.38,Happy,3.5
Love Story,Taylor Swift,Pop,US,2018,4,5539250,94,187312,0.524,0.603,0.437,98.8,0.32,-3.69,0.103,Melancholic,3.12
Agar Tum Saath Ho,Pritam,Bollywood,IN,2022,7,3457233,63,196592,0.603,0.297,0.557,156.4,0.36,-8.71,0.175,Romantic,3.28
Rang De Basanti,A.R. Rahman,Bollywood,IN,2023,4,2065687,57,194167,0.627,0.581,0.593,110.9,0.41,-7.11,0.035,Energetic,3.24
Kusu Kusu,Nucleya,Electronic,IN,2021,12,8965549,79,244793,0.643,0.463,0.21,141.4,0.423,-8.77,0.157,Melancholic,4.08
Snooze,SZA,R&B,US,2023,8,4499424,91,201079,0.821,0.738,0.653,118.7,0.087,-2.61,0.365,Sad,3.35
Agar Tum Saath Ho,Pritam,Bollywood,IN,2019,9,12336977,77,163157,0.594,0.662,0.712,130.5,0.258,-9.43,0.09,Sad,2.72
Boy With Luv,BTS,K-Pop,KR,2023,3,10468337,91,242248,0.434,0.495,0.408,104.4,0.344,-6.88,0.112,Hype,4.04
Physical,Dua Lipa,Pop,GB,2022,6,1662009,65,181121,0.732,0.73,0.332,106.0,0.069,-10.32,0.161,Motivational,3.02
Sign of the Times,Harry Styles,Pop,GB,2023,6,6757783,80,196555,0.428,0.61,0.568,94.4,0.553,-7.34,0.081,Romantic,3.28
Broken Clocks,SZA,R&B,US,2019,7,7519186,77,232060,0.386,0.566,0.727,99.2,0.275,-6.96,0.091,Chill,3.87
Break My Heart,Dua Lipa,Pop,GB,2021,7,6296554,88,200074,0.565,0.405,0.823,102.0,0.274,-9.23,0.094,Happy,3.33
Starboy,The Weeknd,R&B/Pop,CA,2022,1,1532775,95,266316,0.69,0.523,0.704,134.9,0.541,-7.52,0.046,Energetic,4.44
Teri Meri,Shreya Ghoshal,Bollywood,IN,2020,4,6022488,74,239307,0.502,0.926,0.352,118.2,0.129,-5.82,0.26,Romantic,3.99
Circles,Post Malone,Hip-Hop/Pop,US,2023,5,10637834,89,216049,0.302,0.62,0.843,90.4,0.062,-8.18,0.019,Energetic,3.6
Galliyan,Pritam,Bollywood,IN,2021,6,3022352,71,265684,0.309,0.483,0.499,121.0,0.307,-7.78,0.025,Energetic,4.43
Hotline Bling,Drake,Hip-Hop,CA,2020,10,6504542,89,189984,0.807,0.71,0.238,121.2,0.19,-2.91,0.124,Romantic,3.17
Therefore I Am,Billie Eilish,Alt-Pop,US,2020,2,4684211,95,189033,0.441,0.505,0.334,112.6,0.309,-6.56,0.341,Sad,3.15
Good Days,SZA,R&B,US,2023,2,4486699,95,252554,0.441,0.432,0.209,118.3,0.039,-12.64,0.037,Motivational,4.21
Young and Beautiful,Lana Del Rey,Indie-Pop,US,2021,12,3690763,84,192116,0.751,0.495,0.715,116.2,0.066,-7.64,0.156,Melancholic,3.2
Agni Natchathiram,Ilaiyaraaja,Bollywood,IN,2018,12,1936634,85,207760,0.513,0.443,0.321,106.4,0.552,-2.85,0.407,Sad,3.46
Anti-Hero,Taylor Swift,Pop,US,2020,6,7858839,90,196464,0.801,0.662,0.727,116.9,0.436,-3.94,0.198,Sad,3.27
As It Was,Harry Styles,Pop,GB,2019,12,4579799,84,210534,0.892,0.624,0.917,132.4,0.138,-13.04,0.257,Happy,3.51
Balam Pichkari,Vishal-Shekhar,Bollywood,IN,2020,9,2293523,59,201144,0.472,0.694,0.755,123.5,0.277,-8.68,0.251,Happy,3.35
Psycho,Post Malone,Hip-Hop/Pop,US,2022,3,6938673,80,197084,0.661,0.789,0.505,113.4,0.374,-13.25,0.124,Motivational,3.28
Butter,BTS,K-Pop,KR,2019,1,4482979,91,176296,0.366,0.332,0.811,109.8,0.19,-6.16,0.036,Sad,2.94
Swimming Pools,Kendrick Lamar,Hip-Hop,US,2022,9,8508368,100,220618,0.484,0.416,0.412,78.9,0.24,-5.2,0.07,Melancholic,3.68
Ocean Eyes,Billie Eilish,Alt-Pop,US,2020,7,1892179,90,178584,0.71,0.506,0.555,93.1,0.388,-2.63,0.109,Energetic,2.98
Hotline Bling,Drake,Hip-Hop,CA,2018,8,11366687,84,264259,0.421,0.262,0.102,105.4,0.367,-12.48,0.104,Happy,4.4
Todo,Nucleya,Electronic,IN,2020,2,1904466,74,217177,0.482,0.701,0.603,96.3,0.218,-4.84,0.306,Sad,3.62
DNA,BTS,K-Pop,KR,2023,3,9614143,100,174953,0.574,0.58,0.204,148.4,0.378,-10.52,0.096,Energetic,2.92
Blue Jeans,Lana Del Rey,Indie-Pop,US,2019,8,8601800,84,228579,0.657,0.742,0.452,76.6,0.227,-9.63,0.431,Sad,3.81
Good Days,SZA,R&B,US,2022,10,3184595,65,149076,0.655,0.916,0.513,137.6,0.402,-6.93,0.304,Romantic,2.48
bad guy,Billie Eilish,Alt-Pop,US,2020,7,7583616,83,226898,0.509,0.352,0.581,109.1,0.318,-4.75,0.15,Motivational,3.78
Kill Bill,SZA,R&B,US,2018,11,4406146,78,254584,0.353,0.403,0.518,108.8,0.122,-6.1,0.221,Sad,4.24
Adore You,Harry Styles,Pop,GB,2020,4,7008275,94,215339,0.59,0.371,0.605,80.9,0.68,-11.02,0.46,Motivational,3.59
New Rules,Dua Lipa,Pop,GB,2023,1,3501541,88,217631,0.466,0.151,0.402,73.6,0.014,-2.33,0.396,Chill,3.63
Fix You,Coldplay,Rock/Pop,GB,2022,8,3939669,94,234548,0.728,0.75,0.41,133.8,0.415,2.18,0.32,Energetic,3.91
HUMBLE,Kendrick Lamar,Hip-Hop,US,2019,4,29191720,81,177634,0.627,0.836,0.721,119.3,0.338,-3.5,0.107,Motivational,2.96
God's Plan,Drake,Hip-Hop,CA,2018,12,5885249,94,161415,0.616,0.634,0.633,99.5,0.353,-10.55,0.181,Happy,2.69
lovely,Billie Eilish,Alt-Pop,US,2019,5,8807958,98,184897,0.842,0.681,0.797,89.4,0.274,-12.03,0.355,Happy,3.08
Circles,Post Malone,Hip-Hop/Pop,US,2020,8,4250287,95,193537,0.72,0.446,0.278,132.2,0.615,-7.66,0.165,Hype,3.23
Channa Mereya,Arijit Singh,Bollywood,IN,2019,12,3624826,92,205305,0.576,0.917,0.574,117.9,0.517,-9.67,0.145,Romantic,3.42
Rang De Basanti,A.R. Rahman,Bollywood,IN,2022,5,4091866,90,239972,0.62,0.422,0.673,107.9,0.064,-2.48,0.206,Hype,4.0
Thalapathi Theme,Ilaiyaraaja,Bollywood,IN,2023,12,3778068,66,179483,0.556,0.268,0.629,131.4,0.619,-14.95,0.09,Happy,2.99
Haare Re,Vishal-Shekhar,Bollywood,IN,2023,9,3150721,69,173877,0.619,0.4,0.414,129.2,0.312,-7.13,0.188,Happy,2.9
Perfect,Ed Sheeran,Pop,GB,2018,5,6933967,87,280083,0.529,0.732,0.227,136.5,0.187,-7.99,0.293,Romantic,4.67
Agni Natchathiram,Ilaiyaraaja,Bollywood,IN,2018,8,6476838,63,226634,0.35,0.828,0.606,112.3,0.165,-1.3,0.176,Happy,3.78
Blank Space,Taylor Swift,Pop,US,2023,5,7324648,95,228507,0.524,0.856,0.795,106.7,0.469,-6.36,0.135,Motivational,3.81
Galliyan,Pritam,Bollywood,IN,2020,11,13064293,81,204717,0.466,0.584,0.675,132.9,0.399,-8.9,0.051,Sad,3.41
